id,firstname,lastname,age,zodiac,birthday,phone,email,country,city,country_code,state
e8a4ddd8-834a-4af8-9c19-a612f4cde967,Annie,Conroy,13,Aquarius,2010-12-14,(797) 861-8701,Annie43@hotmail.com,Guam,Rialto,MV,Alaska
0c6f7b19-2d3f-4612-8193-ee63ccd515e0,Timmy,Fritsch-Legros,14,Leo,2009-05-20,(617) 244-4821,Timmy99@hotmail.com,Malta,New Simeonfield,TL,Indiana
d32aa65e-fb86-4ba5-9711-55f9ba07a5c1,Kim,Graham,14,Leo,2010-03-27,(111) 054-9734,Kim.Graham@gmail.com,Fiji,Jerroldshire,TH,Massachusetts
a4b34fa0-6504-421d-a994-67bcab16eb31,Rose,Veum,14,Aries,2009-10-20,(229) 548-1107,Rose.Veum@hotmail.com,Sri Lanka,Lake Kenfield,VE,California
74cd1283-3fe5-44b8-9ccf-685aa34eb9df,Arturo,Herman,14,Virgo,2009-08-15,(457) 396-6533,Arturo_Herman56@hotmail.com,Argentina,Parkerfurt,TG,Utah
81b615e6-18d3-4e82-9881-cdc15378b4ca,Jonathan,Moore,14,Cancer,2009-07-08,(844) 030-3100,Jonathan_Moore90@yahoo.com,Burundi,New Perry,DK,Montana
2af2ec04-0af4-4ed5-b282-7390a3db5e7b,Rita,Davis,14,Cancer,2009-05-26,(225) 084-2128,Rita30@yahoo.com,Anguilla,Sunrise Manor,RW,Virginia
ccd094fc-f311-4297-8945-7cb4e1262e1e,Samuel,Kris,14,Cancer,2010-03-03,(877) 859-7112,Samuel.Kris@hotmail.com,Guyana,New Mabelleland,NI,Colorado
2f30ee69-2bfc-4115-a855-4fb59649250a,Juana,Wintheiser,14,Scorpio,2009-05-31,(461) 111-0257,Juana39@yahoo.com,Mauritania,Fort Shermanhaven,SV,Alabama
aefe87db-883b-42c8-a301-7fa5f89a4dc3,Marian,Kreiger,14,Aquarius,2009-11-20,(655) 198-3272,Marian_Kreiger@hotmail.com,Zambia,Danielfurt,CY,Minnesota
b48b6fee-df7f-4013-8bd4-2b10e2c77b45,Gerardo,Simonis,14,Aquarius,2010-03-17,(739) 016-2610,Gerardo.Simonis13@yahoo.com,Saint Kitts and Nevis,East Dayana,MA,New Jersey
78ad17ed-a10c-4fd3-9bdc-84e33f06e5a7,Ebony,Crist,14,Sagittarius,2010-01-11,(850) 752-3694,Ebony75@yahoo.com,Saudi Arabia,Ashleeview,ID,Florida
210f7995-ff82-4bc8-a0c8-8d88690cfd51,Gerardo,Will,14,Sagittarius,2009-10-13,(599) 122-4288,Gerardo82@yahoo.com,Falkland Islands (Malvinas),West Des Moines,TZ,Montana
18d9dd09-8b99-4ea7-8a0f-aa30f210a21e,Charles,McClure,15,Aries,2009-02-20,(649) 886-1918,Charles53@gmail.com,India,Pfannerstillstead,FJ,Michigan
3c863bb3-6f62-40ec-ac36-996dd34a7d71,Karla,Hand,15,Aries,2008-07-12,(045) 603-1796,Karla.Hand53@hotmail.com,Honduras,Cristianboro,UM,Virginia
2048f103-97f9-4fc3-b810-6a1eaf59ad34,Derek,Miller,15,Aries,2008-07-24,(860) 947-5443,Derek61@hotmail.com,Mali,Schulistbury,SN,New Jersey
6120b83b-361a-4ac4-a755-407a47f40a8f,Denise,Stark,15,Aries,2009-04-10,(514) 820-0572,Denise.Stark@gmail.com,Croatia,Ofeliatown,AO,Colorado
73f41f1c-e817-4895-9a86-262e0377f0fd,Rhonda,Towne,15,Libra,2008-05-23,(518) 049-7489,Rhonda_Towne@hotmail.com,Haiti,South Tierrachester,UZ,South Carolina
1e62dc57-e763-46fc-9815-cbb153f10ec2,Anita,Emard,15,Libra,2008-05-27,(162) 108-0464,Anita.Emard95@gmail.com,Malaysia,Boscocester,KR,North Carolina
fa8eb117-d7be-4800-ab51-b87f5dae5759,Reginald,Wilderman,15,Gemini,2009-04-03,(695) 649-6679,Reginald_Wilderman46@yahoo.com,Vietnam,East Stantonside,MM,Iowa
158ce907-b2c7-49c0-91f2-dc9624a52760,Gail,Deckow,15,Pisces,2008-06-28,(319) 184-4785,Gail_Deckow@yahoo.com,Djibouti,Kohlerboro,LK,Indiana
61964dc8-a6c9-4a3f-9047-bea4eb2f1fa3,Dwight,Renner,15,Pisces,2008-10-01,(152) 053-7041,Dwight_Renner@gmail.com,Cyprus,Adamsworth,DK,Utah
81d4d19b-5d65-4c75-9150-2bec7ffd0aac,Phillip,Lockman,15,Taurus,2008-08-23,(831) 502-4610,Phillip82@hotmail.com,Papua New Guinea,North Eula,LR,Tennessee
ef54d24f-707e-4124-80f3-9686e7bf712a,Nicolas,Weber,15,Taurus,2008-05-05,(313) 388-7333,Nicolas_Weber@hotmail.com,Sierra Leone,Yuma,MR,Virginia
69778b22-0aaa-4ac7-ae20-b12c9831ed22,Ginger,Schneider,15,Scorpio,2008-10-26,(120) 772-0358,Ginger.Schneider84@yahoo.com,"Bonaire, Sint Eustatius and Saba",Fort Collins,VE,Iowa
d74b6fef-6e2b-4ad7-98de-fdd10e085f4a,Spencer,Jaskolski,15,Capricorn,2009-03-01,(163) 966-8006,Spencer.Jaskolski@yahoo.com,Madagascar,Pearland,KM,Iowa
b1fe352c-447b-457e-9971-a01a028741cc,Verna,Klocko,15,Sagittarius,2009-03-09,(693) 993-9163,Verna_Klocko61@hotmail.com,Netherlands,Riverside,KR,South Carolina
556182be-c196-4eda-8c6e-808b134204cc,Dan,Reynolds,16,Leo,2007-05-24,(583) 890-0444,Dan_Reynolds95@hotmail.com,Western Sahara,Lake Vadaburgh,HK,Pennsylvania
746450ab-db3b-4825-bd6e-1ceb208da3f4,Sheila,Cartwright,16,Leo,2008-01-26,(641) 845-8478,Sheila_Cartwright87@hotmail.com,Uruguay,Calebport,PE,Kentucky
2457c774-cb00-4d42-bb31-1ba5b680f173,Ramiro,Lueilwitz,16,Libra,2007-11-12,(327) 896-9128,Ramiro21@hotmail.com,Romania,Oak Park,EC,Alabama
6d7d8075-4802-48b7-b2e8-90c1bf4cdbed,Santiago,Jerde,16,Libra,2007-10-05,(549) 677-7178,Santiago_Jerde0@hotmail.com,Bangladesh,Pittsburg,SM,New Jersey
b6828f8f-64e9-4fbb-b080-80324ac52dd9,Gene,Mante,16,Libra,2007-08-13,(047) 758-0845,Gene_Mante@gmail.com,Cape Verde,Theachester,GS,Mississippi
594786a8-7124-4de9-9675-f5da87e2de3a,Kay,Fadel,16,Virgo,2007-09-11,(797) 805-5190,Kay.Fadel6@yahoo.com,Iraq,Fort Alexandre,KM,Kansas
53cfc5db-2480-489d-828a-edf6a8957d00,Abel,Johnson,16,Cancer,2008-02-29,(042) 841-5800,Abel.Johnson76@gmail.com,Tajikistan,Leuschkechester,AF,Missouri
3acdd268-51bf-4886-88c4-789b139ef945,Sharon,Price,16,Cancer,2008-02-01,(644) 064-1000,Sharon.Price9@gmail.com,Belarus,Myrlborough,TM,Oregon
519affd0-f20d-491e-a233-dd3ab5d0521b,Virgil,Green,16,Gemini,2008-04-15,(319) 362-7352,Virgil.Green92@gmail.com,Monaco,Gregoryburgh,TD,Connecticut
0bcae56c-c08f-44d5-8669-7310042110f5,Caroline,Wiegand,16,Gemini,2007-05-23,(492) 994-0118,Caroline.Wiegand@hotmail.com,Guyana,East Jeanie,TJ,Nevada
024f4d70-f43b-44b2-9b0c-b110690dc904,Vanessa,Leuschke,16,Pisces,2008-03-24,(322) 503-5506,Vanessa.Leuschke92@yahoo.com,Sao Tome and Principe,Fort Forrestcester,GR,Oklahoma
e99ba2fb-91da-4b72-a954-95577f7e03ca,Jean,Hauck,16,Scorpio,2008-03-19,(141) 982-4602,Jean.Hauck53@gmail.com,Niue,Aurora,ZM,Mississippi
bdc0a4fe-78a7-4080-92e8-a1e98715883d,Wesley,Rempel,16,Scorpio,2007-11-19,(232) 032-1521,Wesley.Rempel30@yahoo.com,Bulgaria,Lake Velva,GE,Virginia
f792b1d0-2f52-4749-ae2c-d3aa95c2b0b2,Ed,Gerhold,16,Scorpio,2007-10-09,(671) 988-8864,Ed95@gmail.com,Romania,Orland Park,MG,Georgia
9ab3575b-faf5-46a5-8b50-7cfbb560e864,Rhonda,Murazik,16,Aquarius,2007-10-22,(492) 585-1964,Rhonda_Murazik91@gmail.com,Mayotte,Port Hilbert,GU,Iowa
58dd7e8a-b21c-4e67-b613-2d3eb213eae0,Joshua,MacGyver,16,Aquarius,2007-07-02,(590) 805-9569,Joshua.MacGyver@gmail.com,Congo,Kubcester,DO,Illinois
926dce07-ae8c-4521-bf68-d39cee8a33e1,Elijah,Hoeger,16,Capricorn,2007-12-27,(622) 456-4556,Elijah_Hoeger@gmail.com,Bangladesh,Dale City,GI,Tennessee
ace227f6-975b-4b26-958f-8f7e87fd1bc5,Omar,Gibson,16,Capricorn,2008-01-26,(354) 232-3581,Omar.Gibson12@gmail.com,Japan,Lake Glendaberg,AD,New Hampshire
1bf54386-219c-4ddb-9f37-159af3785d21,Edmund,Kunde,17,Leo,2006-07-14,(664) 524-0105,Edmund_Kunde@gmail.com,San Marino,Noeliaberg,CG,Rhode Island
7d3234fa-1ed6-46bd-8ebd-5d7ea6e9d922,Belinda,Metz,17,Leo,2007-02-13,(705) 896-1218,Belinda93@hotmail.com,Cuba,San Buenaventura (Ventura),VE,Alaska
822f6a69-57fe-4504-bf97-80c6620672d2,Marie,Barrows,17,Leo,2007-01-31,(493) 673-7442,Marie98@gmail.com,Republic of Korea,Ottisfurt,UY,Wisconsin
c6c030a8-0f62-4e63-a117-f9b6bbb80d3c,Pedro,Hilpert-Frami,17,Aries,2006-12-26,(417) 535-2217,Pedro.Hilpert-Frami46@yahoo.com,Albania,Florissant,SS,Kansas
e730931c-f645-42f7-9f9a-4d237726fcdb,Claude,Koss,17,Aries,2007-04-05,(829) 149-6443,Claude98@gmail.com,Colombia,Johnsonbury,TJ,Utah
04a8c330-b6b4-4ce3-a1bb-823edd30aba4,Joan,Jacobi,17,Libra,2007-02-23,(107) 368-6341,Joan65@gmail.com,Ireland,Weimannhaven,TZ,Colorado
cbde8d84-8043-4a93-a2a7-f06a9b5ebff9,Garrett,Mann,17,Virgo,2006-06-22,(538) 808-3121,Garrett.Mann11@gmail.com,Switzerland,Fayton,GA,Michigan
dbd1a302-d667-4036-b622-ec58141c4765,Estelle,Jakubowski,17,Virgo,2006-12-09,(718) 078-7389,Estelle_Jakubowski93@gmail.com,Greenland,Wymanside,KR,Arkansas
5bc7343b-508c-4217-9fbd-18d08b1ecce0,Amanda,Miller,17,Gemini,2006-08-07,(442) 437-1076,Amanda.Miller63@hotmail.com,Taiwan,East Cullen,CD,Arkansas
45e542fe-8d08-44b1-a5c6-4c7b8ad86ebc,Brent,Bednar,17,Gemini,2007-03-20,(115) 861-9978,Brent.Bednar61@yahoo.com,Italy,Robertsport,RE,Delaware
eeabb898-0b28-40c7-86b5-64b7ef9757cd,Bessie,Hyatt,17,Pisces,2007-03-15,(379) 413-7963,Bessie90@yahoo.com,Kenya,Halvorsonton,PM,Kentucky
a9a353cb-25aa-4618-afe3-65c0463b6cc4,Ivan,King,17,Pisces,2006-09-18,(006) 555-1801,Ivan94@gmail.com,Rwanda,Tamarac,ET,Michigan
55827aa2-04ff-4573-a110-f0c364e609e7,Orlando,Leuschke,17,Aquarius,2006-04-27,(422) 394-6278,Orlando10@yahoo.com,Poland,Country Club,MW,Arkansas
e9782091-151d-4309-81b7-ebe168460167,Wilfred,Rippin,17,Capricorn,2006-12-09,(532) 758-3993,Wilfred80@hotmail.com,Republic of Korea,Lake Orphahaven,SI,Alabama
4299c7cf-458f-45c2-a0aa-295013e7f263,Tyler,Kulas,18,Leo,2005-05-02,(602) 474-5726,Tyler40@yahoo.com,Faroe Islands,Lake Thurman,GN,Oregon
4d50dfba-f643-43ac-a15f-c398ba85625b,Doyle,Spencer,18,Aries,2006-03-30,(533) 006-9487,Doyle.Spencer@yahoo.com,Tonga,Baytown,US,Oklahoma
ac167284-230a-49e4-8c58-288fc6eaf14f,Sophia,Kihn-Boyle,18,Cancer,2006-04-07,(216) 959-0856,Sophia69@yahoo.com,Tonga,Eileenfurt,KY,Minnesota
3a324a1d-6b2d-417b-a3b4-3ebf44e9de4d,Darren,Bartoletti,18,Cancer,2005-11-18,(180) 552-8979,Darren_Bartoletti@hotmail.com,Uruguay,Cronatown,BL,West Virginia
d46c0595-5176-4f3c-b1fc-116abd57262d,Ryan,O'Conner,18,Pisces,2005-08-13,(110) 643-3621,Ryan85@yahoo.com,Hungary,Runolfssonborough,YT,Arkansas
1dfc0e29-6f80-4247-a713-31c07f799bb4,Shelia,Corwin,18,Pisces,2005-07-02,(381) 200-2234,Shelia_Corwin61@gmail.com,Norway,Port Cynthiaside,TG,Texas
20b656ec-27c4-436f-ab76-b6e9662c83ec,Shelley,Ritchie,18,Taurus,2005-09-12,(299) 661-4461,Shelley93@gmail.com,Norfolk Island,Alexandrinefort,PW,Oklahoma
185f391f-2a3e-46de-b180-d4e2ea7fbbb5,Aaron,Yost,18,Taurus,2005-08-02,(679) 139-1484,Aaron73@yahoo.com,Nepal,Port Gordon,PR,North Dakota
bd5ab00c-f883-4bda-88d9-6884a9c9b5a2,Faith,Streich,18,Scorpio,2006-02-04,(102) 889-8934,Faith87@hotmail.com,Moldova,Loweville,ZA,Pennsylvania
2a0bfaa6-d20c-4aa7-88fa-01b77e9b85d2,Freda,Krajcik-Lueilwitz,18,Sagittarius,2005-07-18,(454) 954-4593,Freda.Krajcik-Lueilwitz@hotmail.com,Georgia,Kettering,MY,Kentucky
f348d7bc-dff6-4faf-90e1-eaa460800ccc,Miriam,Becker,19,Leo,2004-11-19,(529) 610-7016,Miriam.Becker59@gmail.com,Republic of Korea,Quigleyworth,SC,Alaska
0e60ee1c-60b3-4f1f-9c41-accd91627944,Mario,Wuckert,19,Aries,2004-09-14,(644) 853-7041,Mario76@yahoo.com,Grenada,East Matildafort,NF,Missouri
62c8d8b5-501a-44e1-a7cb-a1cc2bf53ec7,Trevor,Schowalter,19,Cancer,2004-06-30,(004) 041-1696,Trevor.Schowalter@hotmail.com,Belgium,South Leoshire,AT,Arkansas
875c1ad5-9e7f-4e20-9be5-1ff7bc12be6f,Alberta,Ratke,19,Pisces,2005-03-26,(235) 238-6760,Alberta.Ratke62@hotmail.com,Kenya,Laurettaton,NL,Texas
18358007-ab43-42d6-9393-211d9727eb5d,Lynda,Orn,19,Pisces,2005-01-25,(015) 676-6029,Lynda.Orn22@yahoo.com,Equatorial Guinea,Houstonworth,UA,Nebraska
2698a63e-20eb-4f2f-a7a1-5e4c1c2b7df9,Cesar,Kessler,19,Taurus,2005-01-16,(799) 788-6708,Cesar.Kessler@yahoo.com,Belgium,Trevormouth,ET,Montana
19b97534-6b07-4bfb-8119-09f31c4347ad,Vera,Mosciski,19,Taurus,2004-12-24,(392) 677-9235,Vera.Mosciski@yahoo.com,Cote d'Ivoire,Nikolauscester,JM,Arkansas
f61d3f7b-f9b3-48d0-af01-3ceb0db461c3,Colin,Bartell,19,Taurus,2004-10-08,(446) 347-8963,Colin_Bartell@hotmail.com,Tonga,Lake Aleen,LV,Maine
3b3b645f-5855-43d0-abab-e108ea41f941,Pete,Koss,19,Scorpio,2004-07-15,(030) 080-2617,Pete_Koss43@gmail.com,Wallis and Futuna,Alizehaven,ML,Georgia
169110c8-ae82-4bd7-bfd6-06d1a9234d71,Lorene,Kiehn,19,Scorpio,2004-10-15,(198) 989-3337,Lorene_Kiehn@gmail.com,Zimbabwe,West Maidafort,LR,Missouri
d4788404-6154-4b51-8de5-3cc9dd67a7d5,Alonzo,Vandervort,19,Aquarius,2005-04-04,(824) 512-8075,Alonzo.Vandervort@hotmail.com,Saint Kitts and Nevis,Spokane Valley,UA,Rhode Island
969d6347-4798-4257-a646-d4c2974f13aa,Ruby,Bartell,19,Sagittarius,2004-11-15,(742) 589-4335,Ruby7@yahoo.com,Uganda,Lehi,BT,Ohio
cf39c4ef-7edb-486a-adb6-68bb78320a3a,Rick,Lemke,19,Sagittarius,2004-08-06,(893) 174-1146,Rick.Lemke39@yahoo.com,Nicaragua,Eldastead,TL,Utah
b0b18f56-652c-49a2-a199-4459ceabc473,Sandy,Kris-Turcotte,20,Aries,2003-12-28,(001) 318-0536,Sandy_Kris-Turcotte94@yahoo.com,Switzerland,Suffolk,TR,Oklahoma
c20f781e-53cb-4853-8c12-f0736cd7b759,Karen,Powlowski,20,Virgo,2003-11-27,(400) 925-5724,Karen50@gmail.com,Nepal,Chazside,VA,Oklahoma
c08aa1a0-39ff-4ae8-9768-705e094f5780,Nadine,Wehner,20,Cancer,2004-02-22,(016) 393-0222,Nadine58@gmail.com,Saudi Arabia,Tacoma,SR,Arkansas
c3ac0d4e-d845-4257-9ad3-947e70bdd687,Brandi,Tremblay,20,Pisces,2003-06-28,(775) 604-5911,Brandi62@hotmail.com,Samoa,East Bethanyfort,SD,Michigan
39c8475c-6fd7-4012-9688-d005387b9051,Amy,Okuneva,20,Taurus,2003-06-08,(452) 423-8310,Amy_Okuneva@yahoo.com,Burundi,Britneyborough,CD,Utah
1f961948-24e8-4933-b08d-d4b2662042ba,Joey,Schiller,20,Taurus,2004-02-15,(070) 465-8603,Joey.Schiller@yahoo.com,Vietnam,Malloryfield,GG,Montana
3245ba69-6306-4fdd-912b-c8308e79058c,Theodore,Mohr,20,Scorpio,2004-03-11,(050) 510-9395,Theodore74@gmail.com,Gabon,West Jordan,NR,New Mexico
d334a5d5-7d5e-40ad-8c09-7a8baac127fc,Santiago,Wisozk,20,Aquarius,2003-10-02,(478) 917-9091,Santiago_Wisozk@yahoo.com,Syrian Arab Republic,Port Cathrineshire,HK,South Dakota
aa1ffce3-6298-47bb-a67a-2879bda44f84,Randall,Towne,20,Capricorn,2003-11-08,(427) 457-3348,Randall50@hotmail.com,Kuwait,Fort Katelinchester,TO,Louisiana
520dfb3d-0892-41f9-83f4-b04992b5868f,Terry,Fadel,20,Sagittarius,2003-12-16,(023) 647-7697,Terry.Fadel@yahoo.com,Bangladesh,Wisokyburgh,AS,Minnesota
53003c23-b042-4ff9-855b-db7454492e6e,Greg,Mueller,21,Leo,2002-11-26,(461) 317-1178,Greg.Mueller62@gmail.com,Tanzania,Gregborough,LK,Vermont
a0ba11bc-0299-4aa1-b62c-424af9c03b79,Kimberly,Harris,21,Leo,2003-02-25,(838) 914-3069,Kimberly_Harris@yahoo.com,Puerto Rico,Olympia,RW,Georgia
219a8c82-5936-4991-90e4-a4da076861fb,Russell,O'Kon,21,Libra,2002-07-31,(047) 071-4107,Russell.OKon70@yahoo.com,Serbia,Janestad,SK,Maine
41a1d759-bdb9-43c1-8308-6ce40ed469b6,Norman,Hilpert,21,Libra,2002-12-14,(670) 717-2374,Norman38@gmail.com,Honduras,Port Kathlynberg,CG,Kansas
0366ff37-af74-4172-9e1d-f77c285c4c39,Erick,Olson,21,Virgo,2002-07-18,(634) 911-4437,Erick97@gmail.com,Luxembourg,Schoenstad,PL,South Dakota
452a2e44-3a87-411c-bce6-d810cd9d131f,Susan,Welch,21,Virgo,2003-03-11,(848) 983-7146,Susan51@yahoo.com,Cote d'Ivoire,East Devyn,UZ,Nebraska
638623a7-d3c4-47ac-9f87-8032b683e66d,Jody,Lebsack,21,Cancer,2002-08-02,(567) 364-3794,Jody68@yahoo.com,Botswana,Burnsville,GE,North Carolina
40723ecc-022b-47c2-aaa6-e5aee746381b,Erik,Nicolas,21,Pisces,2002-05-06,(580) 704-7169,Erik_Nicolas@hotmail.com,Pitcairn Islands,New Jaquanport,CH,Oregon
fb8e4cd1-0831-4302-b7f1-f0d3c31ad7dd,Eula,Runolfsdottir,21,Taurus,2003-02-06,(728) 040-9055,Eula.Runolfsdottir@yahoo.com,Tuvalu,Helmerside,MD,Virginia
7c0ad67a-ab48-4fc1-b4d3-1c2e67944200,Christian,Bartoletti,21,Taurus,2002-08-02,(244) 839-4349,Christian42@hotmail.com,Sudan,South Adela,TG,Montana
6d3d2db4-60bd-4f6f-b0bb-9a42077f210d,Jackie,Ruecker,21,Sagittarius,2003-03-27,(711) 432-7979,Jackie_Ruecker@hotmail.com,Togo,Ontario,CM,Idaho
2d08fac2-73d2-4f4a-9859-1f23b6eef21f,Juanita,King,22,Taurus,2001-09-15,(567) 835-6223,Juanita.King@yahoo.com,Malaysia,Collinscester,NG,Pennsylvania
9b208b72-cd12-4788-a12b-00727f1bf3ef,Arturo,Turner,22,Aquarius,2001-10-02,(298) 200-1195,Arturo_Turner@yahoo.com,Andorra,West Lorenza,MS,Washington
88f7018e-7f34-491b-a9ec-a15d62b7a59a,Emma,Torp,22,Aquarius,2002-01-25,(787) 410-0808,Emma37@gmail.com,Norfolk Island,Fort Theodore,JP,Kansas
cf756146-da7e-42b1-abd4-8fe897862fae,Mabel,Davis,22,Sagittarius,2002-03-13,(827) 566-1353,Mabel_Davis@yahoo.com,North Macedonia,Hoegerfurt,AF,Alabama
eebd00d5-6366-4fe3-9d4f-433e69d87a74,Irma,Ankunding,22,Sagittarius,2001-08-20,(498) 700-8068,Irma76@yahoo.com,Myanmar,San Juan,PN,Texas
b40bf08b-5939-405e-8c80-868900187bc2,Micheal,Braun,22,Sagittarius,2001-12-07,(338) 756-7846,Micheal_Braun@gmail.com,Germany,Fort Jorgeworth,PN,Georgia
676e77af-51e5-4ffd-94ef-bc46d7f1b35f,Horace,Ullrich,23,Leo,2000-07-17,(844) 391-4133,Horace.Ullrich@gmail.com,United Kingdom,Lake Chadburgh,ZA,Connecticut
2ac71287-1dd2-446b-bbbc-19f433cc4dbf,April,Ferry,23,Leo,2001-02-14,(328) 280-6791,April_Ferry@gmail.com,"Virgin Islands, U.S.",South Kendrickside,TZ,Michigan
3fae1591-7609-484b-b2bf-1a360b8ca30c,Victoria,Medhurst,23,Aries,2001-02-22,(633) 958-0884,Victoria_Medhurst93@hotmail.com,El Salvador,Leschchester,AE,Iowa
1d9be2fe-7e8f-422c-b1a1-1cc88a050704,Judy,Lowe,23,Libra,2000-10-12,(726) 987-4944,Judy61@gmail.com,Turkmenistan,West Deondre,JP,Louisiana
f7255dd8-5c82-4fb3-8b3c-348ef7b52319,Sheri,Schmidt,23,Virgo,2000-09-16,(606) 688-8335,Sheri.Schmidt@gmail.com,Netherlands,Fort Magdalenfurt,IS,New York
19c45362-d9f5-461c-9a03-1646f71579ac,Wilfred,Treutel,23,Pisces,2001-01-22,(049) 579-5622,Wilfred47@yahoo.com,Japan,Framingham,CC,South Dakota
4e045f32-c785-451d-9707-ca51912a39ce,Sherman,Pagac,23,Pisces,2000-05-16,(085) 403-6480,Sherman_Pagac@hotmail.com,Kazakhstan,Lake Rogelio,HK,Wyoming
c0e1cd66-0339-47d6-b91d-0aabfbfd77ed,Benny,Bayer,23,Taurus,2000-12-19,(899) 825-5788,Benny79@gmail.com,Iceland,Port Andymouth,MO,Oregon
95afe552-cac6-4163-9b5f-b7c1502f2b03,Arnold,Weimann,23,Taurus,2000-05-14,(088) 576-9512,Arnold0@hotmail.com,Kazakhstan,New Garthmouth,BH,Maryland
f87c11d1-bf51-4bf6-832d-97da898fdd62,Gina,Jast,23,Capricorn,2001-03-21,(796) 166-1480,Gina_Jast62@hotmail.com,Nicaragua,Fort Aimeestead,MV,Delaware
b2c79fb0-c2eb-4ec4-8178-ad8f94762d4d,Eva,Kohler,23,Sagittarius,2001-03-20,(160) 926-4917,Eva.Kohler@yahoo.com,Namibia,New Conner,YE,Wisconsin
605f6d2a-929e-4ae3-a283-924e419bf29c,Kristopher,Brown,24,Leo,1999-06-05,(508) 337-5961,Kristopher.Brown@yahoo.com,Afghanistan,Russelborough,IN,Alabama
0c19b65c-b069-480a-bbbb-d42ff1ccc2fa,Taylor,Corkery,24,Aries,1999-10-07,(544) 995-1681,Taylor.Corkery74@yahoo.com,Faroe Islands,Lavernecester,BQ,South Carolina
175adcec-cf88-4347-8a59-d125c79e5edf,Rita,Hahn,24,Libra,1999-08-04,(512) 377-7966,Rita.Hahn@hotmail.com,Norway,Madelynburgh,PH,Colorado
e76cbaf0-894a-4f71-8bdf-0215f01fa7fd,Rufus,Braun,24,Virgo,1999-07-16,(285) 343-2916,Rufus57@yahoo.com,Malta,Warner Robins,DZ,Mississippi
2e9db8bd-5875-49cf-8111-4115e2b79508,Margarita,Boehm,24,Virgo,1999-09-02,(448) 604-0896,Margarita61@gmail.com,Bahrain,Lake Schuyler,RE,Oklahoma
61c151c3-c31f-4dee-83a5-1babf3e6580c,Angelina,West,24,Pisces,1999-07-07,(465) 345-8485,Angelina_West@yahoo.com,French Polynesia,Kilbackside,KW,Louisiana
6a0e8d0a-3dae-4e19-a06e-56ec6ba5321f,Joy,Zemlak,24,Pisces,1999-08-20,(045) 738-3789,Joy56@gmail.com,Venezuela,Palm Springs,GF,Connecticut
0211f53b-95b3-4f2e-9251-d51abc4a883b,Helen,Renner,24,Taurus,1999-11-27,(045) 762-7684,Helen49@yahoo.com,Uruguay,Mesquite,BI,Idaho
25ba8ea1-355c-42a3-a6cd-81289eabfb86,Wilbur,Gulgowski,24,Scorpio,1999-10-07,(861) 131-1123,Wilbur_Gulgowski3@gmail.com,Heard Island and McDonald Islands,South Nicklausmouth,GD,Alaska
4e011b2e-46e1-4abb-a4af-907dac186ac1,Brett,Wiegand-Lemke,24,Aquarius,2000-03-15,(264) 598-0919,Brett.Wiegand-Lemke33@yahoo.com,Cote d'Ivoire,Minneapolis,AO,Wyoming
b892add7-785d-4893-ac81-48ec6e0ed7f7,Beatrice,Bednar,24,Aquarius,1999-12-20,(198) 802-9036,Beatrice.Bednar@yahoo.com,Micronesia,Port Gardner,GH,Idaho
9b8ad5f5-e636-4d22-9390-c5dd6ce43742,Crystal,Jacobi,24,Aquarius,2000-03-02,(457) 215-6541,Crystal.Jacobi55@yahoo.com,Cambodia,New Madonna,NA,Kansas
ccecb712-1b27-492d-9239-dea8513c889b,Melinda,Wintheiser,24,Aquarius,1999-10-08,(130) 967-5363,Melinda.Wintheiser@gmail.com,Reunion,Sauerborough,KP,Connecticut
03b4a4f9-d252-4c87-ac92-4771aa8dd40d,Marcus,Aufderhar,24,Capricorn,1999-05-25,(853) 954-7135,Marcus_Aufderhar@hotmail.com,Uganda,North Ardithfort,GI,Washington
b01d774d-555a-4fb4-90f3-5d28b47a9bdd,Paula,Hansen,25,Leo,1999-03-10,(797) 425-2067,Paula37@gmail.com,Lebanon,Federal Way,WF,Florida
da5f5a9c-aa85-45fa-896e-43a98fc9c723,Milton,Shields,25,Aries,1998-08-03,(478) 564-2945,Milton35@yahoo.com,Bahamas,Brandon,TJ,Michigan
6871c7f7-0d0f-4a14-b176-f3e627300e3a,Matt,Nikolaus,25,Aries,1998-12-20,(857) 348-0297,Matt58@yahoo.com,Belize,Krisbury,PY,Maine
8e1ac974-73ce-463c-9c69-6aa136ba8d16,Jill,Ratke,25,Virgo,1998-12-01,(472) 496-6310,Jill95@gmail.com,Malta,Palo Alto,MF,New Hampshire
f6c2e488-a63b-4766-ae19-d1b1020ac3f1,Nicholas,Bogan,25,Virgo,1999-01-22,(169) 996-4791,Nicholas31@yahoo.com,Faroe Islands,Gorczanyboro,AW,Ohio
adc4d2ae-ce74-4dbb-81a9-afbe4d76c0f6,Cindy,Gusikowski,25,Virgo,1998-07-22,(137) 570-0341,Cindy.Gusikowski86@gmail.com,Madagascar,Jewelborough,BJ,Arizona
d5aea2d7-a3bb-4981-86b7-3f977924b5b4,Evelyn,Marvin,25,Gemini,1999-03-26,(318) 110-2398,Evelyn75@hotmail.com,Micronesia,West Royce,AF,Michigan
2313360a-1211-4d3e-84ac-bb1495382a93,Melanie,Cole,25,Gemini,1998-11-13,(328) 679-9325,Melanie62@yahoo.com,Nicaragua,Fort Leliafort,ST,Washington
